#,name,type1,type2,total,hp,attack,defence,sp atk,sp def,speed,generation,legendary,strong against,weak against,other,evol level,evol cond,shape,color,height,weight
357,Tropius,Grass,Flying,460,99,68,83,72,87,51,3,FALSE,"Ground, Rock, Water, Bug, Fighting, Grass","Bug, Fire, Flying, Ice, Poison, Electric, Ice, Rock","nan, Immune to Ground",#N/A,#N/A,upright,#F08030,9,220
358,Chimecho,Psychic,,425,65,50,70,95,80,65,3,FALSE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,#N/A,#N/A,upright,#F08030,12,550
359,Absol,Dark,,465,65,130,60,75,60,75,3,FALSE,"Ghost, Psychic","Bug, Fairy, Fight",Immunce to Psychic,#N/A,#N/A,humanoid,#6890F0,4,52
359,AbsolMega Absol,Dark,,565,65,150,60,115,60,115,3,FALSE,"Ghost, Psychic","Bug, Fairy, Fight",Immunce to Psychic,#N/A,#N/A,upright,#6890F0,8,230
360,Wynaut,Psychic,,260,95,23,48,23,48,23,3,FALSE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,15,None,upright,#6890F0,17,845
361,Snorunt,Ice,,300,50,50,50,50,50,50,3,FALSE,"Dragon, Flying, Grass, Ground","Fighting, Fire, Rock, Steel",nan,42,None,wings,#A8A878,3,20
362,Glalie,Ice,,480,80,80,80,80,80,80,3,FALSE,"Dragon, Flying, Grass, Ground","Fighting, Fire, Rock, Steel",nan,#N/A,#N/A,wings,#A8A878,6,155
362,GlalieMega Glalie,Ice,,580,80,120,80,120,80,100,3,FALSE,"Dragon, Flying, Grass, Ground","Fighting, Fire, Rock, Steel",nan,#N/A,#N/A,wings,#A8A878,12,249
363,Spheal,Ice,Water,290,70,40,50,55,50,25,3,FALSE,"Dragon, Flying, Grass, Ground, Fire, Ground, Rock","Fighting, Fire, Rock, Steel, Electric, Grass","nan, nan",32,None,quadruped,#A8A878,5,200
364,Sealeo,Ice,Water,410,90,60,70,75,70,45,3,FALSE,"Dragon, Flying, Grass, Ground, Fire, Ground, Rock","Fighting, Fire, Rock, Steel, Electric, Grass","nan, nan",44,None,upright,#A8A878,10,315
365,Walrein,Ice,Water,530,110,80,90,95,90,65,3,FALSE,"Dragon, Flying, Grass, Ground, Fire, Ground, Rock","Fighting, Fire, Rock, Steel, Electric, Grass","nan, nan",#N/A,#N/A,humanoid,#A8B820,3,22
366,Clamperl,Water,,345,35,64,85,74,55,32,3,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,#N/A,#N/A,bug-wings,#A8B820,10,255
367,Huntail,Water,,485,55,104,105,94,75,52,3,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,#N/A,#N/A,quadruped,#F8D030,5,95
368,Gorebyss,Water,,485,55,84,105,114,75,52,3,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,#N/A,#N/A,quadruped,#F8D030,9,305
369,Relicanth,Water,Rock,485,100,90,130,45,65,55,3,FALSE,"Fire, Ground, Rock, Bug, Fire, Flying, Ice","Electric, Grass, Fight, Grass, Ground, Steel, Water","nan, nan",#N/A,#N/A,quadruped,#F8D030,14,420
370,Luvdisc,Water,,330,43,30,55,40,65,97,3,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,#N/A,#N/A,humanoid,#78C850,2,12
371,Bagon,Dragon,,300,45,75,60,40,30,50,3,FALSE,Dragon,"Dragon, Fairy, Ice",Not Effective Against Fairy,30,None,humanoid,#78C850,9,145
372,Shelgon,Dragon,,420,65,95,100,60,50,50,3,FALSE,Dragon,"Dragon, Fairy, Ice",Not Effective Against Fairy,50,None,upright,#B8A038,9,315
373,Salamence,Dragon,Flying,600,95,135,80,110,80,100,3,FALSE,"Dragon, Bug, Fighting, Grass","Dragon, Fairy, Ice, Electric, Ice, Rock","Not Effective Against Fairy, Immune to Ground",#N/A,#N/A,upright,#B8A038,16,1025
373,SalamenceMega Salamence,Dragon,Flying,700,95,145,130,120,90,120,3,FALSE,"Dragon, Bug, Fighting, Grass","Dragon, Fairy, Ice, Electric, Ice, Rock","Not Effective Against Fairy, Immune to Ground",#N/A,#N/A,quadruped,#B8A038,5,570
374,Beldum,Steel,Psychic,300,40,55,80,35,60,30,3,FALSE,"Fairy, Ice, Rock, Fight, Poison","Fight, Fire, Ground, Bug, Dark, Ghost","Immune to Poison, Not Effective Against Dark",20,None,quadruped,#B8A038,13,1495
375,Metang,Steel,Psychic,420,60,75,100,55,80,50,3,FALSE,"Fairy, Ice, Rock, Fight, Poison","Fight, Fire, Ground, Bug, Dark, Ghost","Immune to Poison, Not Effective Against Dark",45,None,squiggle,#A8B820,2,34
376,Metagross,Steel,Psychic,600,80,135,130,95,90,70,3,FALSE,"Fairy, Ice, Rock, Fight, Poison","Fight, Fire, Ground, Bug, Dark, Ghost","Immune to Poison, Not Effective Against Dark",#N/A,#N/A,squiggle,#A8B820,5,65
376,MetagrossMega Metagross,Steel,Psychic,700,80,145,150,105,110,110,3,FALSE,"Fairy, Ice, Rock, Fight, Poison","Fight, Fire, Ground, Bug, Dark, Ghost","Immune to Poison, Not Effective Against Dark",#N/A,#N/A,bug-wings,#A8B820,9,233
377,Regirock,Rock,,580,80,100,200,50,100,50,3,TRUE,"Bug, Fire, Flying, Ice","Fight, Grass, Ground, Steel, Water",nan,#N/A,#N/A,heads,#A8B820,3,55
378,Regice,Ice,,580,80,50,100,100,200,50,3,TRUE,"Dragon, Flying, Grass, Ground","Fighting, Fire, Rock, Steel",nan,#N/A,#N/A,wings,#A8B820,12,385
379,Registeel,Steel,,580,80,75,150,75,150,50,3,TRUE,"Fairy, Ice, Rock","Fight, Fire, Ground",Immune to Poison,#N/A,#N/A,quadruped,#F8D030,4,39
380,Latias,Dragon,Psychic,600,80,80,90,110,130,110,3,TRUE,"Dragon, Fight, Poison","Dragon, Fairy, Ice, Bug, Dark, Ghost","Not Effective Against Fairy, Not Effective Against Dark",#N/A,#N/A,quadruped,#6890F0,7,295
380,LatiasMega Latias,Dragon,Psychic,700,80,100,120,140,150,110,3,TRUE,"Dragon, Fight, Poison","Dragon, Fairy, Ice, Bug, Dark, Ghost","Not Effective Against Fairy, Not Effective Against Dark",#N/A,#N/A,quadruped,#6890F0,11,335
381,Latios,Dragon,Psychic,600,80,90,80,130,110,110,3,TRUE,"Dragon, Fight, Poison","Dragon, Fairy, Ice, Bug, Dark, Ghost","Not Effective Against Fairy, Not Effective Against Dark",#N/A,#N/A,heads,#78C850,4,33
381,LatiosMega Latios,Dragon,Psychic,700,80,130,100,160,120,110,3,TRUE,"Dragon, Fight, Poison","Dragon, Fairy, Ice, Bug, Dark, Ghost","Not Effective Against Fairy, Not Effective Against Dark",#N/A,#N/A,legs,#78C850,5,93
382,Kyogre,Water,,670,100,100,90,150,140,90,3,TRUE,"Fire, Ground, Rock","Electric, Grass",nan,#N/A,#N/A,armor,#6890F0,3,63
382,KyogrePrimal Kyogre,Water,,770,100,150,90,180,160,90,3,TRUE,"Fire, Ground, Rock","Electric, Grass",nan,#N/A,#N/A,armor,#6890F0,9,299
383,Groudon,Ground,,670,100,150,140,100,90,90,3,TRUE,"Electric, Fire, Poison, Rock, Steel","Grass, Ice, Water",Immune to Electric; Not Effective Against Flying,#N/A,#N/A,upright,#A8A878,12,203
383,GroudonPrimal Groudon,Ground,Fire,770,100,180,160,150,90,90,3,TRUE,"Electric, Fire, Poison, Rock, Steel, Bug, Grass, Ice, Steel","Grass, Ice, Water, Ground, Rock, Water","Immune to Electric; Not Effective Against Flying, nan",#N/A,#N/A,arms,#705898,4,12
384,Rayquaza,Dragon,Flying,680,105,150,90,150,90,95,3,TRUE,"Dragon, Bug, Fighting, Grass","Dragon, Fairy, Ice, Electric, Ice, Rock","Not Effective Against Fairy, Immune to Ground",#N/A,#N/A,arms,#705898,12,150
384,RayquazaMega Rayquaza,Dragon,Flying,780,105,180,100,180,100,115,3,TRUE,"Dragon, Bug, Fighting, Grass","Dragon, Fairy, Ice, Electric, Ice, Rock","Not Effective Against Fairy, Immune to Ground",#N/A,#N/A,upright,#A8A878,4,55
385,Jirachi,Steel,Psychic,600,100,100,100,100,100,100,3,TRUE,"Fairy, Ice, Rock, Fight, Poison","Fight, Fire, Ground, Bug, Dark, Ghost","Immune to Poison, Not Effective Against Dark",#N/A,#N/A,upright,#A8A878,12,333
386,DeoxysNormal Forme,Psychic,,600,50,150,50,150,50,150,3,TRUE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,#N/A,#N/A,ball,#705898,9,44
386,DeoxysAttack Forme,Psychic,,600,50,180,20,180,20,150,3,TRUE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,#N/A,#N/A,wings,#705848,9,273
386,DeoxysDefense Forme,Psychic,,600,50,70,160,70,160,90,3,TRUE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,#N/A,#N/A,quadruped,#A8A878,5,39
386,DeoxysSpeed Forme,Psychic,,600,50,95,90,95,90,180,3,TRUE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,#N/A,#N/A,quadruped,#A8A878,10,438
387,Turtwig,Grass,,318,55,68,64,45,55,31,4,FALSE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,18,None,humanoid,#F85888,2,6
388,Grotle,Grass,,405,75,89,85,55,65,36,4,FALSE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,32,None,quadruped,#A040A0,4,192
389,Torterra,Grass,Ground,525,95,109,105,75,85,56,4,FALSE,"Ground, Rock, Water, Electric, Fire, Poison, Rock, Steel","Bug, Fire, Flying, Ice, Poison, Grass, Ice, Water","nan, Immune to Electric; Not Effective Against Flying",#N/A,#N/A,quadruped,#A040A0,10,380
390,Chimchar,Fire,,309,44,58,44,58,44,61,4,FALSE,"Bug, Grass, Ice, Steel","Ground, Rock, Water",nan,14,None,ball,#B8B8D0,5,605
391,Monferno,Fire,Fighting,405,64,78,52,78,52,81,4,FALSE,"Bug, Grass, Ice, Steel, Dark, Ice, Normal, Rock, Steel","Ground, Rock, Water, Fairy, Flying, Psychic","nan, Not Effective Against Ghost",36,None,arms,#B8B8D0,13,1870
392,Infernape,Fire,Fighting,534,76,104,71,104,71,108,4,FALSE,"Bug, Grass, Ice, Steel, Dark, Ice, Normal, Rock, Steel","Ground, Rock, Water, Fairy, Flying, Psychic","nan, Not Effective Against Ghost",#N/A,#N/A,legs,#B8A038,5,150
393,Piplup,Water,,314,53,51,53,61,56,40,4,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,16,None,humanoid,#F85888,6,130
394,Prinplup,Water,,405,64,66,68,81,76,50,4,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,36,None,humanoid,#A8A878,6,244
395,Empoleon,Water,Steel,530,84,86,88,111,101,60,4,FALSE,"Fire, Ground, Rock, Fairy, Ice, Rock","Electric, Grass, Fight, Fire, Ground","nan, Immune to Poison",#N/A,#N/A,wings,#A8A878,5,19
396,Starly,Normal,Flying,245,40,55,30,30,30,60,4,FALSE,"None, Bug, Fighting, Grass","Fighting, Electric, Ice, Rock","Immune to Ghost; Not Effective Against Ghost, Immune to Ground",14,None,blob,#705898,10,1080
397,Staravia,Normal,Flying,340,55,75,50,40,40,80,4,FALSE,"None, Bug, Fighting, Grass","Fighting, Electric, Ice, Rock","Immune to Ghost; Not Effective Against Ghost, Immune to Ground",34,None,upright,#7038F8,7,205
398,Staraptor,Normal,Flying,485,85,120,70,50,60,100,4,FALSE,"None, Bug, Fighting, Grass","Fighting, Electric, Ice, Rock","Immune to Ghost; Not Effective Against Ghost, Immune to Ground",#N/A,#N/A,upright,#7038F8,14,560
399,Bidoof,Normal,,250,59,45,40,35,40,31,4,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,15,None,upright,#7038F8,19,950
400,Bibarel,Normal,Water,410,79,85,60,55,60,71,4,FALSE,"None, Fire, Ground, Rock","Fighting, Electric, Grass","Immune to Ghost; Not Effective Against Ghost, nan",#N/A,#N/A,humanoid,#A8A878,6,1050
401,Kricketot,Bug,,194,37,25,41,25,41,25,4,FALSE,"Dark, Grass, Psychic","Fire, Flying, Rock",nan,10,None,upright,#C03028,7,202
402,Kricketune,Bug,,384,77,85,51,55,51,65,4,FALSE,"Dark, Grass, Psychic","Fire, Flying, Rock",nan,#N/A,#N/A,upright,#C03028,12,540
403,Shinx,Electric,,263,45,65,34,40,34,45,4,FALSE,"Flying, Water",Ground,Not Effective Against Ground,15,None,quadruped,#E0C068,8,495
404,Luxio,Electric,,363,60,85,49,60,49,60,4,FALSE,"Flying, Water",Ground,Not Effective Against Ground,30,None,quadruped,#E0C068,20,3000
405,Luxray,Electric,,523,80,120,79,95,79,70,4,FALSE,"Flying, Water",Ground,Not Effective Against Ground,#N/A,#N/A,armor,#A040A0,8,120
406,Budew,Grass,Poison,280,40,30,35,50,70,55,4,FALSE,"Ground, Rock, Water, Fairy, Grass","Bug, Fire, Flying, Ice, Poison, Ground, Psychic","nan, Not Effective Against Steel",#N/A,#N/A,armor,#A040A0,13,615
407,Roserade,Grass,Poison,515,60,70,65,125,105,90,4,FALSE,"Ground, Rock, Water, Fairy, Grass","Bug, Fire, Flying, Ice, Poison, Ground, Psychic","nan, Not Effective Against Steel",#N/A,#N/A,humanoid,#A040A0,7,230
408,Cranidos,Rock,,350,67,125,40,30,30,58,4,FALSE,"Bug, Fire, Flying, Ice","Fight, Grass, Ground, Steel, Water",nan,30,None,humanoid,#A040A0,13,444
409,Rampardos,Rock,,495,97,165,60,65,50,58,4,FALSE,"Bug, Fire, Flying, Ice","Fight, Grass, Ground, Steel, Water",nan,#N/A,#N/A,tentacles,#78C850,14,270
410,Shieldon,Rock,Steel,350,30,42,118,42,88,30,4,FALSE,"Bug, Fire, Flying, Ice, Fairy, Ice, Rock","Fight, Grass, Ground, Steel, Water, Fight, Fire, Ground","nan, Immune to Poison",30,None,fish,#6890F0,4,70
411,Bastiodon,Rock,Steel,495,60,52,168,47,138,30,4,FALSE,"Bug, Fire, Flying, Ice, Fairy, Ice, Rock","Fight, Grass, Ground, Steel, Water, Fight, Fire, Ground","nan, Immune to Poison",#N/A,#N/A,fish,#6890F0,12,240
412,Burmy,Bug,,224,40,29,45,29,45,36,4,FALSE,"Dark, Grass, Psychic","Fire, Flying, Rock",nan,20,Male,wings,#6890F0,10,650
413,WormadamPlant Cloak,Bug,Grass,424,60,59,85,79,105,36,4,FALSE,"Dark, Grass, Psychic, Ground, Rock, Water","Fire, Flying, Rock, Bug, Fire, Flying, Ice, Poison","nan, nan",#N/A,#N/A,upright,#78C850,10,505
413,WormadamSandy Cloak,Bug,Ground,424,60,79,105,59,85,36,4,FALSE,"Dark, Grass, Psychic, Electric, Fire, Poison, Rock, Steel","Fire, Flying, Rock, Grass, Ice, Water","nan, Immune to Electric; Not Effective Against Flying",#N/A,#N/A,upright,#78C850,22,1355
413,WormadamTrash Cloak,Bug,Steel,424,60,69,95,69,95,36,4,FALSE,"Dark, Grass, Psychic, Fairy, Ice, Rock","Fire, Flying, Rock, Fight, Fire, Ground","nan, Immune to Poison",#N/A,#N/A,upright,#705848,11,340
414,Mothim,Bug,Flying,424,70,94,50,94,50,66,4,FALSE,"Dark, Grass, Psychic, Bug, Fighting, Grass","Fire, Flying, Rock, Electric, Ice, Rock","nan, Immune to Ground",#N/A,#N/A,arms,#F8D030,12,1800
415,Combee,Bug,Flying,244,30,30,42,30,42,70,4,FALSE,"Dark, Grass, Psychic, Bug, Fighting, Grass","Fire, Flying, Rock, Electric, Ice, Rock","nan, Immune to Ground",21,Female,humanoid,#A8A878,17,1400
416,Vespiquen,Bug,Flying,474,70,80,102,80,102,40,4,FALSE,"Dark, Grass, Psychic, Bug, Fighting, Grass","Fire, Flying, Rock, Electric, Ice, Rock","nan, Immune to Ground",#N/A,#N/A,upright,#E0C068,24,2828
417,Pachirisu,Electric,,405,60,45,70,45,90,95,4,FALSE,"Flying, Water",Ground,Not Effective Against Ground,#N/A,#N/A,humanoid,#78C850,20,1286
418,Buizel,Water,,330,55,65,35,60,30,85,4,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,26,None,upright,#F8D030,18,1386
419,Floatzel,Water,,495,85,105,55,85,50,115,4,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,#N/A,#N/A,upright,#F08030,16,680
420,Cherubi,Grass,,275,45,35,45,62,53,35,4,FALSE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,25,None,wings,#EE99AC,15,380
421,Cherrim,Grass,,450,70,60,70,87,78,85,4,FALSE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,#N/A,#N/A,bug-wings,#A8B820,19,515
422,Shellos,Water,,325,76,48,48,57,62,34,4,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,30,None,quadruped,#78C850,10,255
423,Gastrodon,Water,Ground,475,111,83,68,92,82,39,4,FALSE,"Fire, Ground, Rock, Electric, Fire, Poison, Rock, Steel","Electric, Grass, Grass, Ice, Water","nan, Immune to Electric; Not Effective Against Flying",#N/A,#N/A,quadruped,#98D8D8,8,259
424,Ambipom,Normal,,482,75,100,66,60,66,115,4,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A,wings,#E0C068,20,425
425,Drifloon,Ghost,Flying,348,90,50,34,60,44,70,4,FALSE,"Ghost, Psychic, Bug, Fighting, Grass","Dark, Ghost, Electric, Ice, Rock","Immune to fight, Normal; Not Effective Against Normal, Immune to Ground",28,None,quadruped,#98D8D8,25,2910
426,Drifblim,Ghost,Flying,498,150,80,44,90,54,80,4,FALSE,"Ghost, Psychic, Bug, Fighting, Grass","Dark, Ghost, Electric, Ice, Rock","Immune to fight, Normal; Not Effective Against Normal, Immune to Ground",#N/A,#N/A,arms,#A8A878,9,340
427,Buneary,Normal,,350,55,66,44,44,56,85,4,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A,humanoid,#F85888,16,520
428,Lopunny,Normal,,480,65,76,84,54,96,105,4,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A,heads,#B8A038,14,3400
428,LopunnyMega Lopunny,Normal,Fighting,580,65,136,94,54,96,135,4,FALSE,"None, Dark, Ice, Normal, Rock, Steel","Fighting, Fairy, Flying, Psychic","Immune to Ghost; Not Effective Against Ghost, Not Effective Against Ghost",#N/A,#N/A,arms,#705898,22,1066
429,Mismagius,Ghost,,495,60,60,60,105,105,105,4,FALSE,"Ghost, Psychic","Dark, Ghost","Immune to fight, Normal; Not Effective Against Normal",#N/A,#N/A,arms,#98D8D8,13,266
430,Honchkrow,Dark,Flying,505,100,125,52,105,52,71,4,FALSE,"Ghost, Psychic, Bug, Fighting, Grass","Bug, Fairy, Fight, Electric, Ice, Rock","Immunce to Psychic, Immune to Ground",#N/A,#N/A,ball,#F8D030,3,3
431,Glameow,Normal,,310,49,55,42,42,37,85,4,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,38,None,upright,#F85888,3,3
432,Purugly,Normal,,452,71,82,64,64,59,112,4,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A,upright,#F85888,3,3
433,Chingling,Psychic,,285,45,30,50,65,50,45,4,FALSE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,#N/A,#N/A,upright,#F85888,3,3
434,Stunky,Poison,Dark,329,63,63,47,41,41,74,4,FALSE,"Fairy, Grass, Ghost, Psychic","Ground, Psychic, Bug, Fairy, Fight","Not Effective Against Steel, Immunce to Psychic",34,None,quadruped,#B8B8D0,54,6830
435,Skuntank,Poison,Dark,479,103,93,67,71,61,84,4,FALSE,"Fairy, Grass, Ghost, Psychic","Ground, Psychic, Bug, Fairy, Fight","Not Effective Against Steel, Immunce to Psychic",#N/A,#N/A,upright,#6890F0,42,3360
436,Bronzor,Steel,Psychic,300,57,24,86,24,86,23,4,FALSE,"Fairy, Ice, Rock, Fight, Poison","Fight, Fire, Ground, Bug, Dark, Ghost","Immune to Poison, Not Effective Against Dark",33,None,quadruped,#F08030,17,4300
437,Bronzong,Steel,Psychic,500,67,89,116,79,116,33,4,FALSE,"Fairy, Ice, Rock, Fight, Poison","Fight, Fire, Ground, Bug, Dark, Ghost","Immune to Poison, Not Effective Against Dark",#N/A,#N/A,humanoid,#A8A878,37,4200
438,Bonsly,Rock,,290,50,80,95,10,45,10,4,FALSE,"Bug, Fire, Flying, Ice","Fight, Grass, Ground, Steel, Water",nan,#N/A,#N/A,tentacles,#705898,45,7500
439,Mime Jr.,Psychic,Fairy,310,20,25,45,70,90,60,4,FALSE,"Fight, Poison, Dark, Dragon, Fighting","Bug, Dark, Ghost, Poison, Steel","Not Effective Against Dark, Immune to Dragon",#N/A,#N/A,armor,#F85888,15,856
440,Happiny,Normal,,220,100,5,5,15,65,30,4,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A,arms,#6890F0,4,31
441,Chatot,Normal,Flying,411,76,65,45,92,42,91,4,FALSE,"None, Bug, Fighting, Grass","Fighting, Electric, Ice, Rock","Immune to Ghost; Not Effective Against Ghost, Immune to Ground",#N/A,#N/A,humanoid,#6890F0,3,14
442,Spiritomb,Ghost,Dark,485,50,92,108,92,108,35,4,FALSE,"Ghost, Psychic, Ghost, Psychic","Dark, Ghost, Bug, Fairy, Fight","Immune to fight, Normal; Not Effective Against Normal, Immunce to Psychic",#N/A,#N/A,humanoid,#705848,15,505
443,Gible,Dragon,Ground,300,58,70,45,40,45,42,4,FALSE,"Dragon, Electric, Fire, Poison, Rock, Steel","Dragon, Fairy, Ice, Grass, Ice, Water","Not Effective Against Fairy, Immune to Electric; Not Effective Against Flying",24,None,quadruped,#78C850,2,21
444,Gabite,Dragon,Ground,410,68,90,65,50,55,82,4,FALSE,"Dragon, Electric, Fire, Poison, Rock, Steel","Dragon, Fairy, Ice, Grass, Ice, Water","Not Effective Against Fairy, Immune to Electric; Not Effective Against Flying",48,None,quadruped,#A8A878,32,3200
445,Garchomp,Dragon,Ground,600,108,130,95,80,85,102,4,FALSE,"Dragon, Electric, Fire, Poison, Rock, Steel","Dragon, Fairy, Ice, Grass, Ice, Water","Not Effective Against Fairy, Immune to Electric; Not Effective Against Flying",#N/A,#N/A,humanoid,#F85888,4,40
445,GarchompMega Garchomp,Dragon,Ground,700,108,170,115,120,95,92,4,FALSE,"Dragon, Electric, Fire, Poison, Rock, Steel","Dragon, Fairy, Ice, Grass, Ice, Water","Not Effective Against Fairy, Immune to Electric; Not Effective Against Flying",#N/A,#N/A,upright,#78C850,6,81
446,Munchlax,Normal,,390,135,85,40,40,85,5,4,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A,upright,#78C850,8,160
447,Riolu,Fighting,,285,40,70,40,35,40,60,4,FALSE,"Dark, Ice, Normal, Rock, Steel","Fairy, Flying, Psychic",Not Effective Against Ghost,#N/A,#N/A,squiggle,#78C850,33,630
448,Lucario,Fighting,Steel,525,70,110,70,115,70,90,4,FALSE,"Dark, Ice, Normal, Rock, Steel, Fairy, Ice, Rock","Fairy, Flying, Psychic, Fight, Fire, Ground","Not Effective Against Ghost, Immune to Poison",#N/A,#N/A,quadruped,#F08030,5,99
448,LucarioMega Lucario,Fighting,Steel,625,70,145,88,140,70,112,4,FALSE,"Dark, Ice, Normal, Rock, Steel, Fairy, Ice, Rock","Fairy, Flying, Psychic, Fight, Fire, Ground","Not Effective Against Ghost, Immune to Poison",#N/A,#N/A,upright,#F08030,10,555
449,Hippopotas,Ground,,330,68,72,78,38,42,32,4,FALSE,"Electric, Fire, Poison, Rock, Steel","Grass, Ice, Water",Immune to Electric; Not Effective Against Flying,34,None,upright,#F08030,16,1500
450,Hippowdon,Ground,,525,108,112,118,68,72,47,4,FALSE,"Electric, Fire, Poison, Rock, Steel","Grass, Ice, Water",Immune to Electric; Not Effective Against Flying,#N/A,#N/A,upright,#6890F0,5,59
451,Skorupi,Poison,Bug,330,40,50,90,30,55,65,4,FALSE,"Fairy, Grass, Dark, Grass, Psychic","Ground, Psychic, Fire, Flying, Rock","Not Effective Against Steel, nan",40,None,upright,#6890F0,8,245
452,Drapion,Poison,Dark,500,70,90,110,60,75,95,4,FALSE,"Fairy, Grass, Ghost, Psychic","Ground, Psychic, Bug, Fairy, Fight","Not Effective Against Steel, Immunce to Psychic",#N/A,#N/A,quadruped,#6890F0,15,946
453,Croagunk,Poison,Fighting,300,48,61,40,61,40,50,4,FALSE,"Fairy, Grass, Dark, Ice, Normal, Rock, Steel","Ground, Psychic, Fairy, Flying, Psychic","Not Effective Against Steel, Not Effective Against Ghost",37,None,quadruped,#A8A878,5,116
454,Toxicroak,Poison,Fighting,490,83,106,65,86,65,85,4,FALSE,"Fairy, Grass, Dark, Ice, Normal, Rock, Steel","Ground, Psychic, Fairy, Flying, Psychic","Not Effective Against Steel, Not Effective Against Ghost",#N/A,#N/A,upright,#A8A878,11,270
455,Carnivine,Grass,,454,74,100,72,90,72,46,4,FALSE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,#N/A,#N/A,quadruped,#A8A878,4,41
456,Finneon,Water,,330,49,49,56,49,61,66,4,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,31,None,quadruped,#A8A878,9,147
457,Lumineon,Water,,460,69,69,76,69,86,91,4,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,#N/A,#N/A,quadruped,#A8A878,12,610
458,Mantyke,Water,Flying,345,45,20,50,60,120,50,4,FALSE,"Fire, Ground, Rock, Bug, Fighting, Grass","Electric, Grass, Electric, Ice, Rock","nan, Immune to Ground",#N/A,#N/A,quadruped,#705848,4,101
459,Snover,Grass,Ice,334,60,62,50,62,60,40,4,FALSE,"Ground, Rock, Water, Dragon, Flying, Grass, Ground","Bug, Fire, Flying, Ice, Poison, Fighting, Fire, Rock, Steel","nan, nan",40,None,quadruped,#705848,11,375
460,Abomasnow,Grass,Ice,494,90,92,75,92,85,60,4,FALSE,"Ground, Rock, Water, Dragon, Flying, Grass, Ground","Bug, Fire, Flying, Ice, Poison, Fighting, Fire, Rock, Steel","nan, nan",#N/A,#N/A,upright,#78C850,6,105
460,AbomasnowMega Abomasnow,Grass,Ice,594,90,132,105,132,105,30,4,FALSE,"Ground, Rock, Water, Dragon, Flying, Grass, Ground","Bug, Fire, Flying, Ice, Poison, Fighting, Fire, Rock, Steel","nan, nan",#N/A,#N/A,upright,#78C850,11,305
461,Weavile,Dark,Ice,510,70,120,65,45,85,125,4,FALSE,"Ghost, Psychic, Dragon, Flying, Grass, Ground","Bug, Fairy, Fight, Fighting, Fire, Rock, Steel","Immunce to Psychic, nan",#N/A,#N/A,upright,#F08030,6,110
462,Magnezone,Electric,Steel,535,70,70,115,130,90,60,4,FALSE,"Flying, Water, Fairy, Ice, Rock","Ground, Fight, Fire, Ground","Not Effective Against Ground, Immune to Poison",#N/A,#N/A,upright,#F08030,10,280
463,Lickilicky,Normal,,515,110,85,95,80,95,50,4,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A,upright,#6890F0,6,135
464,Rhyperior,Ground,Rock,535,115,140,130,55,55,40,4,FALSE,"Electric, Fire, Poison, Rock, Steel, Bug, Fire, Flying, Ice","Grass, Ice, Water, Fight, Grass, Ground, Steel, Water","Immune to Electric; Not Effective Against Flying, nan",#N/A,#N/A,upright,#6890F0,10,290
465,Tangrowth,Grass,,535,100,100,125,110,50,50,4,FALSE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,#N/A,#N/A,quadruped,#F85888,6,233
466,Electivire,Electric,,540,75,123,67,95,85,95,4,FALSE,"Flying, Water",Ground,Not Effective Against Ground,#N/A,#N/A,humanoid,#F85888,11,605
